     1     2     8     1     7     1     3     5     1     0     1     0     1     3     0     0   676     0
     2     2     8     1     7     1     3     5     1     1     1     1     0     1     0     1   561     0
     3     2     6     2     3     5     7     1     0     1     0     0     0     2     1     0   681     0
     4     2     7     0     5     7     1     3     1     0     0     0     0     2     1     1   840     1
     5     2     8     1     7     1     3     5     1     0     0     0     1     2     0     0   633     0
     6     2     5     0     1     3     5     7     0     0     0     1     0     2     1     0   702     0
     7     1     3     1     6     8     2     4     0     1     0     1     1     3     0     1  1032     0
     8     2     8     1     7     1     3     5     0     0     0     1     0     3     0     1   680     0
     9     1     1     2     2     4     6     8     1     0     1     0     1     3     1     0   678     1
    10     1     1     2     2     4     6     8     0     0     1     1     0     1     1     0   512     0
    11     1     4     1     8     2     4     6     1     0     1     0     1     2     1     0   588     0
    12     1     4     1     8     2     4     6     1     0     1     1     0     1     0     0   505     0
    13     2     8     1     7     1     3     5     0     1     0     0     0     3     1     1   568     0
    14     2     8     1     7     1     3     5     0     1     0     1     1     1     0     0   500     0
    15     1     2     2     4     6     8     2     1     0     0     1     0     3     1     1   724     0
    16     1     2     2     4     6     8     2     0     0     0     1     0     1     1     0   474     0
    17     2     5     0     1     3     5     7     0     0     1     1     1     3     0     0   649     0
    18     2     5     0     1     3     5     7     1     1     0     1     0     1     1     1   635     0
    19     2     6     2     3     5     7     1     0     1     1     0     0     2     1     0   569     0
    20     2     5     0     1     3     5     7     1     1     1     0     0     2     1     0   688     0
    21     1     4     1     8     2     4     6     0     0     1     1     0     3     1     1   511     1
    22     1     4     1     8     2     4     6     0     0     1     0     0     1     0     0   517     0
    23     1     1     2     2     4     6     8     1     1     1     1     1     2     1     1   664     1
    24     1     1     2     2     4     6     8     0     1     1     0     0     1     1     0   669     0
    25     1     4     1     8     2     4     6     0     1     1     1     1     2     0     0   506     0
    26     1     4     1     8     2     4     6     1     0     1     1     1     1     1     1   597     0
    27     1     3     1     6     8     2     4     0     0     1     0     1     2     1     0   638     0
    28     1     3     1     6     8     2     4     0     1     0     1     0     1     0     1   606     0
    29     2     7     0     5     7     1     3     1     0     0     0     1     3     1     1   591     0
    30     2     6     2     3     5     7     1     0     0     0     1     1     2     1     0   639     0
    31     2     6     2     3     5     7     1     0     1     0     1     1     1     0     1   569     0
    32     1     1     2     2     4     6     8     1     0     0     1     0     3     1     1   785     0
    33     1     2     2     4     6     8     2     0     1     0     0     0     2     1     1   569     0
    34     1     2     2     4     6     8     2     0     1     1     0     0     1     0     0   518     0
    35     1     4     1     8     2     4     6     0     1     0     0     1     2     0     0   802     0
    36     1     4     1     8     2     4     6     1     1     1     1     0     1     1     0   491     0
    37     2     6     2     3     5     7     1     1     0     1     1     0     3     0     1   796     0
    38     2     6     2     3     5     7     1     1     1     1     1     1     1     0     1   604     0
    39     2     6     2     3     5     7     1     0     0     1     1     0     1     1     1   532     0
    40     2     7     0     5     7     1     3     1     1     0     1     0     2     1     1   500     0
    41     2     5     0     1     3     5     7     1     0     1     0     1     2     0     1   483     1
    42     2     5     0     1     3     5     7     0     1     1     1     0     1     1     1   684     0
    43     1     1     2     2     4     6     8     1     1     1     0     0     3     1     0   543     0
    44     1     3     1     6     8     2     4     1     0     1     0     0     2     0     1   678     0
    45     1     4     1     8     2     4     6     0     0     0     0     0     2     1     0   569     0
    46     1     4     1     8     2     4     6     1     0     1     0     1     1     1     0   713     0
    47     1     2     2     4     6     8     2     0     0     1     0     1     2     1     0   515     0
    48     1     3     1     6     8     2     4     0     0     0     0     0     2     0     0   445     0
    49     1     1     2     2     4     6     8     0     0     1     0     1     2     0     0   540     1
    50     1     2     2     4     6     8     2     0     0     1     1     0     2     0     0   451     0
    51     1     2     2     4     6     8     2     1     0     1     1     0     1     1     0   428     0
    52     2     5     0     1     3     5     7     0     0     0     1     0     3     1     0   364     0
    53     2     7     0     5     7     1     3     0     1     0     1     1     2     0     1   569     0
    54     2     7     0     5     7     1     3     1     0     0     1     0     1     1     1   529     0
    55     2     6     2     3     5     7     1     1     0     0     0     0     2     0     0   533     0
    56     2     7     0     5     7     1     3     1     0     1     0     1     2     0     0   417     0
    57     2     5     0     1     3     5     7     1     0     0     1     0     2     0     0   538     0
    58     2     6     2     3     5     7     1     0     0     0     0     1     2     1     0   405     0
    59     1     2     2     4     6     8     2     0     1     1     1     0     3     0     1   778     1
    60     1     2     2     4     6     8     2     0     1     0     1     0     1     0     0   428     0
    61     1     2     2     4     6     8     2     0     1     0     0     1     1     0     0   467     0
