     1     1     3     1     6     8     2     4     1     0     1     1     0     0     1     1  1007     0
     2     1     3     1     6     8     2     4     0     0     0     0     0     1     1     0   630     0
     3     2     5     0     1     3     5     7     0     0     1     1     1     3     0     0   681     0
     4     2     6     2     3     5     7     1     0     0     0     0     0     2     0     0   440     0
     5     2     5     0     1     3     5     7     1     1     1     0     0     2     1     1   695     0
     6     2     5     0     1     3     5     7     0     0     1     0     0     1     1     1   695     0
     7     2     7     0     5     7     1     3     1     1     1     1     1     2     1     1   858     0
     8     2     7     0     5     7     1     3     0     0     1     0     0     1     1     1   756     0
     9     1     2     2     4     6     8     2     1     0     1     0     0     3     1     0   608     0
    10     1     3     1     6     8     2     4     0     1     0     1     1     2     1     1   670     0
    11     1     3     1     6     8     2     4     1     0     1     0     0     1     1     1   544     0
    12     1     3     1     6     8     2     4     0     0     0     0     0     1     1     0   442     0
    13     1     3     1     6     8     2     4     1     1     1     0     0     1     1     1   503     0
    14     1     3     1     6     8     2     4     1     1     1     1     0     1     0     0  1129     0
    15     2     5     0     1     3     5     7     0     0     0     1     1     3     1     1   638     0
    16     2     5     0     1     3     5     7     1     1     0     0     1     1     1     1   655     0
    17     1     2     2     4     6     8     2     1     1     0     1     0     3     0     0   692     1
    18     2     7     0     5     7     1     3     1     0     0     1     0     3     0     1  1149     0
    19     1     4     1     8     2     4     6     1     1     1     1     1     3     0     1   952     0
    20     1     4     1     8     2     4     6     0     1     0     1     0     1     1     0  1086     0
    21     1     2     2     4     6     8     2     1     1     0     1     1     2     1     0   672     0
    22     1     2     2     4     6     8     2     0     0     1     1     0     1     1     1   736     0
    23     1     3     1     6     8     2     4     0     0     1     0     1     2     0     0   779     0
    24     1     1     2     2     4     6     8     1     0     1     1     1     2     1     0   940     0
    25     2     5     0     1     3     5     7     0     1     1     1     0     3     1     1   654     0
    26     2     8     1     7     1     3     5     0     1     0     1     0     2     0     0   896     0
    27     1     4     1     8     2     4     6     1     1     0     0     0     3     1     0   692     0
    28     1     2     2     4     6     8     2     0     0     0     0     1     2     1     1   825     0
    29     1     2     2     4     6     8     2     1     1     1     1     0     1     1     1   657     0
    30     1     4     1     8     2     4     6     0     0     1     1     1     2     1     1   828     0
    31     1     4     1     8     2     4     6     1     0     0     0     0     1     1     0   542     0
    32     1     4     1     8     2     4     6     1     0     0     1     1     1     0     0   461     0
    33     2     6     2     3     5     7     1     1     0     1     0     1     3     0     0   763     0
    34     2     6     2     3     5     7     1     0     1     1     1     0     1     1     1   525     0
    35     2     8     1     7     1     3     5     1     0     1     1     0     2     1     1   595     0
    36     2     7     0     5     7     1     3     0     0     1     1     0     2     1     0   717     0
    37     2     5     0     1     3     5     7     0     1     0     0     1     2     0     1   595     0
    38     2     7     0     5     7     1     3     1     1     1     1     0     2     1     0  1109     0
    39     2     5     0     1     3     5     7     1     1     0     0     1     2     0     0   695     0
    40     2     8     1     7     1     3     5     0     0     1     0     1     2     1     1   659     0
    41     2     8     1     7     1     3     5     1     0     0     1     0     1     1     0   432     0
    42     2     8     1     7     1     3     5     0     1     0     0     1     1     1     1   514     0
    43     1     4     1     8     2     4     6     0     1     0     1     0     3     0     0   961     0
    44     1     3     1     6     8     2     4     1     0     0     1     1     2     1     1   757     0
    45     1     2     2     4     6     8     2     0     1     0     0     1     2     1     1   555     0
    46     1     2     2     4     6     8     2     1     1     1     0     1     1     1     0   636     0
    47     1     1     2     2     4     6     8     1     1     1     0     1     2     0     0   585     0
    48     2     8     1     7     1     3     5     0     1     0     1     1     3     1     0   631     0
    49     2     5     0     1     3     5     7     0     1     1     0     1     2     0     0   550     0
    50     2     6     2     3     5     7     1     0     0     1     1     1     2     0     1   609     0
    51     1     2     2     4     6     8     2     0     0     1     1     0     3     0     0   506     0
    52     1     2     2     4     6     8     2     0     1     1     1     1     1     0     1   478     0
    53     1     1     2     2     4     6     8     1     0     1     1     0     2     1     1   580     1
    54     1     4     1     8     2     4     6     0     0     1     1     1     2     1     0   790     0
    55     1     2     2     4     6     8     2     0     1     0     0     0     2     0     1   552     0
