     1     2     8     1     7     1     3     5     1     0     0     1     1     3     1     0   496     0
     2     2     8     1     7     1     3     5     1     0     1     0     0     1     0     0   366     0
     3     1     1     2     2     4     6     8     0     1     0     0     1     3     1     1   431     0
     4     1     1     2     2     4     6     8     1     0     0     1     1     1     1     1   661     0
     5     1     1     2     2     4     6     8     1     0     1     1     0     1     0     0   455     0
     6     1     3     1     6     8     2     4     0     1     0     1     0     2     1     1   601     0
     7     1     4     1     8     2     4     6     0     0     0     0     0     2     0     1   561     1
     8     1     4     1     8     2     4     6     1     1     1     0     0     1     1     1   503     1
     9     2     8     1     7     1     3     5     0     0     1     1     0     3     1     1   493     0
    10     2     8     1     7     1     3     5     0     0     0     1     1     1     0     0   425     0
    11     2     5     0     1     3     5     7     0     1     0     1     0     2     0     1   695     0
    12     1     2     2     4     6     8     2     1     0     0     1     1     3     1     1   618     0
    13     2     7     0     5     7     1     3     0     0     1     1     0     3     1     0   571     1
    14     2     7     0     5     7     1     3     0     1     1     0     1     1     0     1   599     0
    15     1     4     1     8     2     4     6     1     0     1     0     0     3     1     1   512     0
    16     1     4     1     8     2     4     6     1     1     1     0     1     1     0     1   522     0
    17     1     4     1     8     2     4     6     1     1     0     0     0     1     0     0   490     0
    18     1     4     1     8     2     4     6     1     1     1     0     0     1     0     0   501     0
    19     2     5     0     1     3     5     7     1     0     1     0     0     3     0     1   476     0
    20     1     2     2     4     6     8     2     0     0     1     0     0     3     1     0   754     0
    21     2     6     2     3     5     7     1     1     1     1     1     1     3     1     1   518     0
    22     2     6     2     3     5     7     1     0     1     0     0     0     1     1     0   561     0
    23     2     7     0     5     7     1     3     0     0     0     0     1     2     0     1   604     0
    24     2     7     0     5     7     1     3     1     1     1     1     0     1     1     1   465     1
    25     2     6     2     3     5     7     1     1     0     1     1     0     2     0     1   578     1
    26     2     7     0     5     7     1     3     1     0     1     0     1     2     0     0   657     0
    27     2     7     0     5     7     1     3     0     0     0     0     0     1     1     0   416     0
    28     1     2     2     4     6     8     2     1     1     1     0     1     3     1     1   524     0
    29     1     1     2     2     4     6     8     0     0     0     0     1     2     1     1   679     0
    30     1     3     1     6     8     2     4     0     0     1     0     1     2     0     0   493     0
    31     2     5     0     1     3     5     7     1     1     0     1     1     3     1     1   620     0
    32     2     5     0     1     3     5     7     0     0     0     1     1     1     1     1   521     0
    33     2     8     1     7     1     3     5     0     0     1     0     1     2     0     0   452     0
    34     2     8     1     7     1     3     5     1     1     1     0     1     1     1     1   447     0
    35     1     1     2     2     4     6     8     1     0     1     0     1     3     0     1   497     0
    36     1     1     2     2     4     6     8     0     0     1     1     0     1     1     0   492     0
    37     1     1     2     2     4     6     8     1     1     1     1     0     1     1     1   502     0
    38     1     1     2     2     4     6     8     1     1     1     1     1     1     0     0   444     0
    39     2     6     2     3     5     7     1     0     0     1     0     0     3     1     1   446     0
    40     2     8     1     7     1     3     5     1     1     0     0     0     2     1     1   695     0
    41     2     8     1     7     1     3     5     1     0     0     1     1     1     0     1   466     0
    42     2     7     0     5     7     1     3     0     1     1     0     0     2     1     1   688     0
    43     1     4     1     8     2     4     6     0     1     1     0     0     3     0     0   599     0
    44     1     3     1     6     8     2     4     0     1     0     0     1     2     0     0   483     0
    45     1     3     1     6     8     2     4     1     0     1     0     0     1     1     1   642     0
    46     1     1     2     2     4     6     8     1     1     1     1     1     2     0     1   456     0
    47     2     8     1     7     1     3     5     0     1     1     1     0     3     1     0   437     0
    48     2     8     1     7     1     3     5     0     1     0     1     1     1     0     0   377     0
    49     2     7     0     5     7     1     3     1     0     1     1     0     2     1     1   563     0
    50     2     7     0     5     7     1     3     1     0     0     0     1     1     0     0   391     0
    51     2     5     0     1     3     5     7     0     0     1     0     1     2     1     0   602     0
    52     2     8     1     7     1     3     5     1     1     1     0     1     2     1     1   395     0
    53     1     1     2     2     4     6     8     1     1     0     0     1     3     0     0   521     0
    54     1     1     2     2     4     6     8     0     1     1     1     0     1     1     0   560     0
    55     1     4     1     8     2     4     6     1     0     0     0     0     2     1     1   596     0
    56     1     1     2     2     4     6     8     0     0     0     1     1     2     1     0   605     0
    57     1     3     1     6     8     2     4     1     0     0     0     0     2     1     0   489     0
    58     1     2     2     4     6     8     2     1     0     0     0     0     2     0     0   532     0
    59     1     1     2     2     4     6     8     1     0     0     0     0     2     0     0   511     0
    60     1     1     2     2     4     6     8     1     0     1     0     0     1     0     0   477     0
    61     2     5     0     1     3     5     7     0     0     1     0     0     3     1     0   468     0
    62     2     5     0     1     3     5     7     0     1     1     0     1     1     0     1   443     0
    63     2     5     0     1     3     5     7     1     1     1     1     1     1     1     0   425     0
    64     2     5     0     1     3     5     7     1     0     1     0     0     1     0     1   634     0
    65     2     6     2     3     5     7     1     0     0     0     0     0     2     1     0   458     0
    66     2     5     0     1     3     5     7     0     0     1     1     0     2     0     0   686     0
    67     1     3     1     6     8     2     4     0     0     1     0     0     3     0     0   496     0
    68     1     3     1     6     8     2     4     1     0     0     0     0     1     1     0   379     0
    69     1     4     1     8     2     4     6     1     0     0     0     0     2     0     0   420     0
    70     1     4     1     8     2     4     6     1     1     0     1     0     1     0     1   481     0
    71     2     6     2     3     5     7     1     0     1     1     1     0     3     1     0   495     0
    72     2     6     2     3     5     7     1     1     0     1     1     1     1     1     1   378     0
    73     2     6     2     3     5     7     1     1     0     1     0     1     1     0     0   402     0
    74     1     1     2     2     4     6     8     0     1     1     1     1     3     1     1   590     0
    75     1     4     1     8     2     4     6     1     0     1     0     0     2     1     1   583     0
    76     1     3     1     6     8     2     4     0     1     1     1     1     2     1     1   483     0
    77     1     4     1     8     2     4     6     0     1     0     1     0     2     0     0   434     0
    78     1     4     1     8     2     4     6     0     1     0     0     0     1     0     0   507     0
    79     2     8     1     7     1     3     5     0     0     0     0     1     3     0     1   451     0
    80     2     6     2     3     5     7     1     1     1     0     0     1     2     1     1   504     0
    81     2     6     2     3     5     7     1     1     1     1     0     0     1     0     0   595     0
    82     1     1     2     2     4     6     8     0     0     1     1     1     3     1     1   671     1
    83     2     5     0     1     3     5     7     0     0     1     0     1     3     0     0   572     0
    84     2     5     0     1     3     5     7     0     0     0     0     0     1     0     0   443     0
    85     1     2     2     4     6     8     2     1     0     1     1     1     3     1     0   787     1
    86     1     3     1     6     8     2     4     0     0     1     0     0     2     1     0   503     0
    87     2     8     1     7     1     3     5     0     0     1     0     0     3     0     0   390     0
    88     2     8     1     7     1     3     5     0     1     1     0     1     1     0     1   400     0
    89     1     1     2     2     4     6     8     0     1     1     1     1     3     0     0   463     0
    90     2     6     2     3     5     7     1     1     1     1     0     0     3     1     0   592     0
    91     2     7     0     5     7     1     3     0     0     0     1     1     2     1     1   445     0
