     1     2     5     0     1     3     5     7     1     1     1     1     1     3     1     0  1079     0
     2     2     8     1     7     1     3     5     1     0     1     0     1     2     0     1   532     0
     3     2     7     0     5     7     1     3     1     1     0     1     1     2     0     1   543     0
     4     2     7     0     5     7     1     3     0     0     0     0     0     1     1     1   707     0
     5     2     7     0     5     7     1     3     1     0     1     0     1     1     1     0   846     0
     6     2     7     0     5     7     1     3     0     0     0     0     1     1     1     0   508     0
     7     1     3     1     6     8     2     4     0     1     0     0     0     3     0     1   666     0
     8     2     6     2     3     5     7     1     0     1     0     1     1     3     0     0   536     0
     9     2     5     0     1     3     5     7     0     0     1     1     0     2     0     1   543     0
    10     2     5     0     1     3     5     7     0     0     0     0     1     1     0     0   371     0
    11     1     3     1     6     8     2     4     1     1     0     1     0     3     1     1   772     0
    12     1     3     1     6     8     2     4     1     0     1     1     0     1     0     1   612     0
    13     1     4     1     8     2     4     6     0     0     0     1     0     2     1     0   681     0
    14     1     3     1     6     8     2     4     0     1     0     1     0     2     0     1   536     0
    15     2     7     0     5     7     1     3     1     0     1     0     0     3     1     1   852     0
    16     2     7     0     5     7     1     3     1     1     0     1     0     1     0     1   569     0
    17     1     2     2     4     6     8     2     1     1     1     0     1     3     0     0   834     0
    18     1     2     2     4     6     8     2     1     0     0     0     0     1     0     1   695     0
    19     1     2     2     4     6     8     2     0     0     0     1     0     1     1     0   522     0
    20     1     2     2     4     6     8     2     1     0     1     0     0     1     1     0   472     0
    21     2     6     2     3     5     7     1     0     0     1     0     1     3     1     0  1219     0
    22     2     6     2     3     5     7     1     1     1     1     1     0     1     1     1   580     0
    23     1     4     1     8     2     4     6     1     0     1     0     0     3     0     1  1303     0
    24     1     4     1     8     2     4     6     1     0     0     1     0     1     0     0   582     0
    25     2     6     2     3     5     7     1     1     1     0     1     0     3     0     1   593     0
    26     2     6     2     3     5     7     1     0     1     0     0     1     1     1     0   793     0
    27     1     2     2     4     6     8     2     0     1     1     0     0     3     0     0   619     1
    28     1     2     2     4     6     8     2     0     0     0     1     0     1     0     1   530     0
    29     2     7     0     5     7     1     3     0     0     1     0     1     3     0     0   541     0
    30     2     7     0     5     7     1     3     0     1     1     1     1     1     0     1   904     0
    31     2     5     0     1     3     5     7     0     0     1     1     1     2     0     1  1011     0
    32     2     5     0     1     3     5     7     0     1     0     0     0     1     0     1   531     0
    33     1     4     1     8     2     4     6     0     1     0     0     0     3     0     0   563     0
    34     1     2     2     4     6     8     2     1     1     0     1     0     2     1     0  1059     0
    35     2     7     0     5     7     1     3     0     0     1     1     1     3     1     1   673     0
    36     2     5     0     1     3     5     7     1     0     1     1     1     2     1     0   587     0
    37     1     2     2     4     6     8     2     1     0     1     1     1     3     0     0   551     0
    38     1     2     2     4     6     8     2     0     0     0     1     1     1     1     0   450     0
    39     1     3     1     6     8     2     4     1     0     0     0     1     2     1     0   588     0
    40     1     3     1     6     8     2     4     1     1     1     0     1     1     0     1   576     0
    41     2     6     2     3     5     7     1     0     1     0     1     1     3     1     0  1025     1
    42     2     6     2     3     5     7     1     0     1     1     0     0     1     0     0   692     0
    43     2     6     2     3     5     7     1     1     0     1     1     0     1     1     1   475     0
    44     2     6     2     3     5     7     1     0     0     0     0     0     1     1     0   569     0
    45     1     3     1     6     8     2     4     1     1     1     1     1     3     1     1   621     0
    46     1     3     1     6     8     2     4     0     1     1     1     0     1     1     0   763     1
    47     1     4     1     8     2     4     6     0     1     0     1     0     2     0     0  1437     0
    48     1     4     1     8     2     4     6     0     0     1     0     1     1     0     1   585     0
    49     1     1     2     2     4     6     8     1     1     0     1     1     2     1     1   938     0
    50     1     1     2     2     4     6     8     0     0     0     0     1     1     1     1   501     0
    51     2     8     1     7     1     3     5     0     0     1     0     1     3     0     0   527     0
    52     2     6     2     3     5     7     1     0     1     0     0     0     2     0     1   698     0
    53     2     6     2     3     5     7     1     0     0     1     1     1     1     0     1   541     0
    54     2     6     2     3     5     7     1     0     1     0     0     0     1     0     1   444     0
    55     1     3     1     6     8     2     4     1     1     0     0     0     3     1     0   934     0
    56     1     3     1     6     8     2     4     0     1     1     0     1     1     1     0   762     0
    57     2     6     2     3     5     7     1     1     1     0     1     1     3     1     0   613     0
    58     2     6     2     3     5     7     1     0     1     0     0     0     1     1     0   582     0
    59     1     3     1     6     8     2     4     1     0     0     1     1     3     1     1  1162     0
    60     2     6     2     3     5     7     1     0     1     0     1     0     3     1     1   517     0
    61     2     7     0     5     7     1     3     1     1     1     1     1     2     1     0   537     0
    62     2     6     2     3     5     7     1     0     1     0     0     0     2     1     0   697     0
    63     1     1     2     2     4     6     8     0     0     1     1     0     3     0     1   547     0
    64     1     3     1     6     8     2     4     1     0     1     0     1     2     1     0   639     1
    65     2     7     0     5     7     1     3     0     0     1     0     0     3     1     0   687     0
    66     2     5     0     1     3     5     7     1     0     0     1     0     2     1     0   546     0
    67     1     1     2     2     4     6     8     1     1     0     0     0     3     0     1   602     0
    68     2     8     1     7     1     3     5     0     0     1     0     1     3     1     1   571     1
    69     2     8     1     7     1     3     5     0     1     0     0     1     1     0     1   559     0
    70     2     8     1     7     1     3     5     0     0     0     0     1     1     0     1   510     1
    71     2     7     0     5     7     1     3     1     0     1     0     1     2     1     0   500     0
    72     2     7     0     5     7     1     3     1     1     1     1     0     1     0     1   494     0
    73     1     3     1     6     8     2     4     1     0     0     1     1     3     0     1   617     0
    74     1     1     2     2     4     6     8     0     1     1     1     1     2     1     1   537     0
    75     2     8     1     7     1     3     5     0     0     1     1     1     3     0     1   553     0
    76     2     6     2     3     5     7     1     0     0     0     0     1     2     0     0   569     0
    77     2     7     0     5     7     1     3     1     1     0     0     0     2     1     1   665     0
    78     1     4     1     8     2     4     6     0     1     1     0     1     3     1     0   547     0
    79     2     5     0     1     3     5     7     0     0     1     1     0     3     0     1   519     1
    80     2     6     2     3     5     7     1     0     0     1     1     0     2     0     0   693     0
    81     1     2     2     4     6     8     2     1     0     1     1     1     3     1     0   651     0
    82     1     3     1     6     8     2     4     0     1     1     1     0     2     1     1   748     0
    83     1     3     1     6     8     2     4     0     1     0     1     0     1     0     0   691     0
    84     1     3     1     6     8     2     4     0     0     0     1     0     1     0     1   557     0
    85     1     3     1     6     8     2     4     1     0     1     1     0     1     1     0   712     0
    86     1     1     2     2     4     6     8     1     0     1     0     1     2     0     0  1018     0
    87     2     8     1     7     1     3     5     0     1     1     1     0     3     1     1   471     0
    88     2     8     1     7     1     3     5     1     1     0     0     0     1     1     0   434     0
    89     2     5     0     1     3     5     7     1     0     0     0     1     2     0     1   726     0
    90     2     5     0     1     3     5     7     0     0     1     0     1     1     1     0   508     0
    91     1     2     2     4     6     8     2     1     1     0     1     1     3     1     1   548     1
    92     2     7     0     5     7     1     3     1     1     1     1     0     3     0     0   667     0
    93     2     5     0     1     3     5     7     0     0     1     1     1     2     1     1   637     0
    94     2     5     0     1     3     5     7     0     0     1     0     1     1     0     0   602     0
    95     1     4     1     8     2     4     6     0     0     0     0     0     3     0     0   575     0
    96     1     4     1     8     2     4     6     0     0     1     0     0     1     0     0   799     0
    97     1     2     2     4     6     8     2     0     1     1     0     1     2     0     1   478     0
    98     2     5     0     1     3     5     7     0     1     1     1     1     3     0     0   532     0
    99     2     7     0     5     7     1     3     1     0     0     0     0     2     1     1   635     0
   100     2     7     0     5     7     1     3     0     1     1     1     0     1     1     1   588     0
   101     2     8     1     7     1     3     5     0     1     0     1     0     2     0     0   636     0
   102     1     3     1     6     8     2     4     0     0     0     0     0     3     0     1   446     1
   103     1     4     1     8     2     4     6     0     0     0     1     1     2     0     0   558     0
   104     1     1     2     2     4     6     8     0     0     1     1     0     2     0     0   521     0
   105     1     3     1     6     8     2     4     1     0     0     0     0     2     1     0   557     0
   106     2     8     1     7     1     3     5     1     0     1     1     1     3     0     0   436     0
   107     1     4     1     8     2     4     6     0     1     1     0     1     3     1     1   489     0
   108     2     5     0     1     3     5     7     0     1     0     1     0     3     0     0   659     0
   109     1     3     1     6     8     2     4     0     1     1     0     1     3     0     0   737     0
   110     1     3     1     6     8     2     4     0     1     0     1     0     1     0     0   748     0
   111     2     5     0     1     3     5     7     0     1     0     0     1     3     0     0   450     0
   112     2     5     0     1     3     5     7     0     1     1     0     1     1     0     0   447     0
   113     2     7     0     5     7     1     3     0     0     0     0     0     2     0     1   672     0
   114     2     5     0     1     3     5     7     0     1     1     1     1     2     0     1   647     0
   115     1     2     2     4     6     8     2     0     1     0     1     0     3     0     0   749     0
   116     1     2     2     4     6     8     2     1     1     0     1     1     1     1     0   513     0
   117     2     5     0     1     3     5     7     0     1     1     1     1     3     1     0   463     0
   118     2     5     0     1     3     5     7     0     1     0     1     0     1     0     0   365     0
   119     1     4     1     8     2     4     6     0     1     1     0     1     3     0     0   466     0
